Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
19,"H Fernandes, P Costa, H Paredes, V Filipe…","Integrating computer vision object recognition with location based services for the blind",2014,"Universal Access in …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-07446-7_48","https://scholar.google.com/scholar?cites=13519523969656846041&as_sdt=2005&sciodt=2007&hl=en",152,"2024-09-18 20:22:10","","10.1007/978-3-319-07446-7_48","","",,,,,19,1.90,4,5,10,"… that can be used to assist the navigation of users with visual impairments as … navigation system for the visually impaired. This paper proposes a method where the use of computer vision …","https://repositorio.inesctec.pt/bitstream/123456789/3688/1/P-009-DBJ.pdf","https://scholar.google.com/scholar?q=related:2XbGv2v_nrsJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
1,"KY Leong, SM Lim","SurDis: a surface discontinuity dataset for wearable technology to assist blind navigation in urban environments",2022,"Advances in Neural Information …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2022/hash/988120df77d6c767995febd7ff616517-Abstract-Datasets_and_Benchmarks.html","https://scholar.google.com/scholar?cites=4291391818118656156&as_sdt=2005&sciodt=2007&hl=en",153,"2024-09-18 20:22:10","","","","",,,,,1,0.50,1,2,2,"… -navigation is one of the greatest challenges to independence for the blind and low vision (… to intensity, it was left for error minimization mechanisms in machine learning to overcome it. …","https://proceedings.neurips.cc/paper_files/paper/2022/file/988120df77d6c767995febd7ff616517-Paper-Datasets_and_Benchmarks.pdf","https://scholar.google.com/scholar?q=related:nPD6Lh8WjjsJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
157,"SA Cheraghi, V Namboodiri…","GuideBeacon: Beacon-based indoor wayfinding for the blind, visually impaired, and disoriented",2017,"2017 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7917858/","https://scholar.google.com/scholar?cites=11736404983586812341&as_sdt=2005&sciodt=2007&hl=en",154,"2024-09-18 20:22:10","","","","",,,,,157,22.43,52,3,7,"… computer vision (as pointed out in [32]) to assist with wayfinding for the blind and visually impaired… an open stan dard for navigation for the visually impaired in outdoor and indoor spaces…","https://www.wichita.edu/research/access-lab/pictures/percom2016-camready.pdf","https://scholar.google.com/scholar?q=related:tfHQgiYW4KIJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
32,"F Dramas, SJ Thorpe, C Jouffrais","Artificial vision for the blind: a bio-inspired algorithm for objects and obstacles detection",2010,"International Journal of Image …","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/S0219467810003871","https://scholar.google.com/scholar?cites=16290045466367068600&as_sdt=2005&sciodt=2007&hl=en",155,"2024-09-18 20:22:10","","10.1142/S0219467810003871","","",,,,,32,2.29,11,3,14,"… assist blind users in fundamental mobility behaviors such as grasping desired objects, getting directions for navigation, … Tietz, “Personal guidance system for the visually impaired,” Proc. …","https://www.researchgate.net/profile/Christophe-Jouffrais/publication/220202064_Artificial_Vision_for_the_Blind_a_Bio-Inspired_Algorithm_for_Objects_and_Obstacles_Detection/links/5e8c3e64299bf1307983fa66/Artificial-Vision-for-the-Blind-a-Bio-Inspired-Algorithm-for-Objects-and-Obstacles-Detection.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9","https://scholar.google.com/scholar?q=related:uInFFQveEeIJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
11,"B Li, E Ramsey-Stewart, K Johar, D Woo, C Rizos","More freedom for the Blind and Vision Impaired–A Proposed Navigation and Information System",2009,"IGNSS Symposium","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=f85e9c1bcd3767398fa97b893139433db6b3246d","https://scholar.google.com/scholar?cites=13892089560118041550&as_sdt=2005&sciodt=2007&hl=en",156,"2024-09-18 20:22:10","PDF","","","",,,,,11,0.73,2,5,15,"… mobility aids for the BVI are the white cane and/or guide dog. In the last decade there has been an increase in Assistive Technology to aid in BVI mobility… for the BVI-machine interface. A …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=f85e9c1bcd3767398fa97b893139433db6b3246d","https://scholar.google.com/scholar?q=related:zpu_-tmdysAJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"B Shabbir, A Salman, S Akhtar, MA Naeem","BlindEye: Blind Assistance Using Deep Learning",2023,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-53717-2_39","",157,"2024-09-18 20:22:10","","10.1007/978-3-031-53717-2_39","","",,,,,0,0.00,0,4,1,"… Our goal is to navigate and assist blind individuals, providing them with … guidance. This comprehensive approach aims to provide a holistic navigation experience to visually impaired …","","https://scholar.google.com/scholar?q=related:sYSpeFW7a-EJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
1,"AN Sarkar, J Saha, P Das, R Kumari…","Navigation Enabling Application for Blind People",2022,"… Conference on Industrial …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-7011-4_43","https://scholar.google.com/scholar?cites=1767153433901947196&as_sdt=2005&sciodt=2007&hl=en",158,"2024-09-18 20:22:10","","10.1007/978-981-16-7011-4_43","","",,,,,1,0.50,0,5,2,"… navigation application system to help visually impaired … the object identification using image processing and the overall … A mobile application is implemented to assist blind people to be …","","https://scholar.google.com/scholar?q=related:PFlWc68whhgJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
16,"BC Min, S Saxena, A Steinfeld…","Incorporating information from trusted sources to enhance urban navigation for blind travelers",2015,"2015 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7139824/","https://scholar.google.com/scholar?cites=16080221816262484895&as_sdt=2005&sciodt=2007&hl=en",159,"2024-09-18 20:22:10","","","","",,,,,16,1.78,4,4,9,"… and navigation is our commitment to a human-machine solution … A dog guide is another modality that visually impaired … with visually impaired communities and orientation and mobility (…","https://kilthub.cmu.edu/articles/journal_contribution/Incorporating_Information_from_Trusted_Sources_to_Enhance_Urban_Navigation_for_Blind_Travelers/6555149/files/12037349.pdf","https://scholar.google.com/scholar?q=related:n-PPk4tsKN8J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
1,"M Silva, A Gomes, A Teixeira…","Blueeyes: easing the navigation and orientation of blind people",2018,"… Interfaces and Human …","comum.rcaap.pt","https://comum.rcaap.pt/handle/10400.26/47368","https://scholar.google.com/scholar?cites=17841563860528359811&as_sdt=2005&sciodt=2007&hl=en",160,"2024-09-18 20:22:10","","","","",,,,,1,0.17,0,4,6,"… are blind or visually impaired; they can be used to assist with depth perception on stairs or … The future of new solutions, brings us to the world of the artificial intelligence and intelligent …","https://comum.rcaap.pt/bitstream/10400.26/47368/1/BLUEEYES%20--%20EASING%20THE%20NAVIGATION%20AND%20ORIENTATION%20OF%20BLIND%20PEOPLE.pdf","https://scholar.google.com/scholar?q=related:g2k9cM33mfcJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
26,"D Vera, D Marcillo, A Pereira","Blind guide: Anytime, anywhere solution for guiding blind people",2017,"… Systems and Technologies: Volume 2 5","Springer","https://link.springer.com/chapter/10.1007/978-3-319-56538-5_36","https://scholar.google.com/scholar?cites=15298269488063772612&as_sdt=2005&sciodt=2007&hl=en",161,"2024-09-18 20:22:10","","10.1007/978-3-319-56538-5_36","","",,,,,26,3.71,9,3,7,"… service robot could interact with and guide a visually impaired … developed a blind guide for helping sightless to navigate in … tested the blind guide prototype with visually impaired and we …","","https://scholar.google.com/scholar?q=related:xPc8sgtfTtQJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
47,"IJL Paul, S Sasirekha, S Mohanavalli…","Smart Eye for Visually Impaired-An aid to help the blind people",2019,"… intelligence in data …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8862066/","https://scholar.google.com/scholar?cites=2850225643893430262&as_sdt=2005&sciodt=2007&hl=en",162,"2024-09-18 20:22:10","","","","",,,,,47,9.40,12,4,5,"… can assist the visually impaired … navigation which is interfaced with the microcontroller and issues the warnings through voice commands. The device also acts as an artificial vision …","","https://scholar.google.com/scholar?q=related:9hf6OR8JjicJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"H Kumar, S Harish, SJ Lakshan","Decision Making Algorithm for Blind Navigation Assistance using Deep Learning",2022,"2022 1st International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10040269/","",163,"2024-09-18 20:22:10","","","","",,,,,0,0.00,0,3,2,"… guidance to the visually impaired. Science and technology bring technological interventions into the lives of blind … worN, the navigation assistant scheme for visually impaired or blind …","","https://scholar.google.com/scholar?q=related:ou0OzNisK6sJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
9,"S Koharwal, SB Awwad…","Navigation system for blind-Third eye",2019,"International Journal of …","academia.edu","https://www.academia.edu/download/58651660/Navigation_System_for_Blind_-Third_Eye.pdf","https://scholar.google.com/scholar?cites=2164653410074044997&as_sdt=2005&sciodt=2007&hl=en",164,"2024-09-18 20:22:10","PDF","","","",,,,,9,1.80,3,3,5,"… blind and visually impaired people‘s mobility indoor and outdoor, this work proposes a simple electronic guidance embedded vision … We are surrounded by artificial intelligence and in …","https://www.academia.edu/download/58651660/Navigation_System_for_Blind_-Third_Eye.pdf","https://scholar.google.com/scholar?q=related:RSpNwc5kCh4J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
12,"J Brabyn, KD Seelman, S Panchang","Aids for people who are blind or visually impaired",2006,"An introduction to …","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.1201/9781420012491-19/aids-people-blind-visually-impaired-john-brabyn-katherine-seelman-sailesh-panchang","https://scholar.google.com/scholar?cites=13821321018937802365&as_sdt=2005&sciodt=2007&hl=en",165,"2024-09-18 20:22:10","","10.1201/9781420012491-19","","",,,,,12,0.67,4,3,18,"… training methods after World War II to assist blind persons with safe travel. For persons with … , J., Shen, H., Some applications of computer vision technology to assist blind and visually …","","https://scholar.google.com/scholar?q=related:fX5t_Dwyz78J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
1,"YUNL LAY, PEIWEN CHEN…","The machine vision blind guide system",2002,"… : Applications, Basis and …","World Scientific","https://www.worldscientific.com/doi/abs/10.4015/S1016237202000127","https://scholar.google.com/scholar?cites=335833858390556893&as_sdt=2005&sciodt=2007&hl=en",166,"2024-09-18 20:22:10","","10.4015/S1016237202000127","","",,,,,1,0.05,0,3,22,"… guide tools of the orientation and mobility for a blind are the cane, guide dog and electronic guide devices… That's why a cane user of a blind sometimes will be hit by the upper hindrance. …","https://www.worldscientific.com/doi/pdf/10.4015/S1016237202000127?queryID=%24%7BresultBean.queryID%7D&origin=publication_detail","https://scholar.google.com/scholar?q=related:3QDraB0fqQQJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
4,"PDS Fink, M Alsamsam, JR Brown, HD Kindler…","Give us something to chauffeur it: exploring user needs in traditional and fully autonomous ridesharing for people who are blind or visually impaired",2023,"… research part F: traffic …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1369847823001870","https://scholar.google.com/scholar?cites=18326734623073448150&as_sdt=2005&sciodt=2007&hl=en",167,"2024-09-18 20:22:10","","","","",,,,,4,4.00,1,5,1,"… on ridesharing services for daily travel, which present both … To disambiguate this relationship, and to provide guidance to … , but instead an AI-robot driver. Please answer the following …","https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=4868&context=etd#page=89","https://scholar.google.com/scholar?q=related:1jAlXQqkVf4J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
4,"P Chatzina, D Gavalas","Route planning and navigation aid for Blind and Visually Impaired People",2021,"… of the 14th PErvasive Technologies Related to …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3453892.3461834","https://scholar.google.com/scholar?cites=12907908075497275620&as_sdt=2005&sciodt=2007&hl=en",168,"2024-09-18 20:22:10","","10.1145/3453892.3461834","","",,,,,4,1.33,2,2,3,"… Explorer Online10 provide the users with voice guidance for their last position, nearby points … A computer vision system that ensure the autonomous navigation of blind people. 2013 E-…","","https://scholar.google.com/scholar?q=related:5EBpcQEaIrMJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
1,"R Faurina, A Jelita, A Vatresia, I Agustian","Image captioning to aid blind and visually impaired outdoor navigation",,"Int J Artif Intell ISSN","academia.edu","https://www.academia.edu/download/110878741/13681.pdf","https://scholar.google.com/scholar?cites=5186113569846892811&as_sdt=2005&sciodt=2007&hl=en",169,"2024-09-18 20:22:10","PDF","","","",,,,,1,0.00,0,4,,"… images to text can assist the visually impaired in navigation or generate … artificial intelligence, research into navigation aids for the visually impaired has begun to employ deep-learning …","https://www.academia.edu/download/110878741/13681.pdf","https://scholar.google.com/scholar?q=related:C5mOh9DG-EcJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
5,"Y Ma, Q Xu, Y Wang, J Wu, C Long, YB Lin","EOS: An efficient obstacle segmentation for blind guiding",2023,"Future Generation Computer …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167739X22003016","https://scholar.google.com/scholar?cites=14072172000109581992&as_sdt=2005&sciodt=2007&hl=en",170,"2024-09-18 20:22:10","","","","",,,,,5,5.00,1,6,1,"… to guide them on a walkable path. Warning of unexpected objects are particular important for visually impaired … is a lightweight deep learning network E-BiSeNet performing blind roads …","","https://scholar.google.com/scholar?q=related:qNa6ZOBlSsMJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
2,"AF Shariff, BS Aisiri, M Radhika, S Sneha","BLIND ASSISTANCE USING ARTIFICIAL INTELLIGENGE",2020,"International Journal of …","ijeast.com","https://www.ijeast.com/papers/396-401,Tesma503,IJEAST.pdf","https://scholar.google.com/scholar?cites=11224986989939170988&as_sdt=2005&sciodt=2007&hl=en",171,"2024-09-18 20:22:10","PDF","","","",,,,,2,0.50,1,4,4,"… visually impaired and blind people to be independent, this project proposes a portable electronic assistive device based on Artificial … guide dogs which provide assistance in navigation …","https://www.ijeast.com/papers/396-401,Tesma503,IJEAST.pdf","https://scholar.google.com/scholar?q=related:rJ603zEqx5sJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"R Khaitan, MH Rahman","Real-Time Mobility Assistance for the Legally Blind",2020,"","libjournals.unca.edu","https://libjournals.unca.edu/ncur/wp-content/uploads/2020/12/3248-Khaitan-Raunak-FINAL.pdf","",172,"2024-09-18 20:22:10","PDF","","","",,,,,0,0.00,0,2,4,"… million Americans being legally blind or visually impaired [4], … smart glasses to assist people with vision impairment where … are to generate new machine learning models with higher …","https://libjournals.unca.edu/ncur/wp-content/uploads/2020/12/3248-Khaitan-Raunak-FINAL.pdf","https://scholar.google.com/scholar?q=related:fvSLoMidoboJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"P Phutthammawong, P Angbunthorn, P Kaewprapha…","Artificial Intelligence Autonomous Vehicle for the Blind",,"researchgate.net","","https://www.researchgate.net/profile/Promsurin-Phutthammawong/publication/361841808_Artificial_Intelligence_Autonomous_Vehicle_for_the_Blind/links/62c7d6aa3bbe636e0c4a0dc9/Artificial-Intelligence-Autonomous-Vehicle-for-the-Blind.pdf","",173,"2024-09-18 20:22:10","PDF","","","",,,,,0,0.00,0,4,,"… of transportation for blind or visually impaired people, to help … developed for blind people to allow them to travel through non… , blind people normally rely on assistances, such as a guide …","https://www.researchgate.net/profile/Promsurin-Phutthammawong/publication/361841808_Artificial_Intelligence_Autonomous_Vehicle_for_the_Blind/links/62c7d6aa3bbe636e0c4a0dc9/Artificial-Intelligence-Autonomous-Vehicle-for-the-Blind.pdf","https://scholar.google.com/scholar?q=related:thWOTU4UgIUJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
31,"K Duarte, J Cec'lio, JS Silva, P Furtado","Information and assisted navigation system for blind people",2014,"International Journal on Smart …","sciendo.com","https://sciendo.com/pdf/10.21307/ijssis-2019-062","https://scholar.google.com/scholar?cites=2200078388304128161&as_sdt=2005&sciodt=2007&hl=en",174,"2024-09-18 20:22:10","PDF","10.21307/ijssis-2019-062","","",,,,,31,3.10,8,4,10,"… guidance, not only blind or visually impaired costumers. This system just delivers additional information to the blind user … enables the robot to follow corridors without orientation sensors. …","https://sciendo.com/pdf/10.21307/ijssis-2019-062","https://scholar.google.com/scholar?q=related:oajhPKM_iB4J:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
0,"H Calim, BK Das, Y Thakkar, A Maier","SENSATION: A light wearable, portable and cost-effective system to support assistive navigation of blind or visually impaired pedestrians",2023,"","scholar.archive.org","https://scholar.archive.org/work/wr6lxzvsnnajfbpq3u3oocfxxy/access/wayback/https://assets.researchsquare.com/files/rs-2428065/v1_covered.pdf?c=1674477749","",175,"2024-09-18 20:22:10","PDF","","","",,,,,0,0.00,0,4,1,"… navigation systems not only to help guide visually impaired … The idea for such assistive support to the visually impaired is … assistive navigation system that employs deep learning models …","https://scholar.archive.org/work/wr6lxzvsnnajfbpq3u3oocfxxy/access/wayback/https://assets.researchsquare.com/files/rs-2428065/v1_covered.pdf?c=1674477749","https://scholar.google.com/scholar?q=related:isixO7bmU_sJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
11,"PE Ponchillia, SJ Jo, K Casey…","Developing an indoor navigation application: Identifying the needs and preferences of users who are visually impaired",2020,"… Impairment &Blindness","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0145482X20953279","https://scholar.google.com/scholar?cites=7237235982668864272&as_sdt=2005&sciodt=2007&hl=en",176,"2024-09-18 20:22:10","","10.1177/0145482X20953279","","",,,,,11,2.75,3,4,4,"… of early onset blindness, total blindness, younger age, and dog guide usage limit the ability … operated by blind and visually impaired users. International Journal on Artificial Intelligence …","","https://scholar.google.com/scholar?q=related:EBunHsjTb2QJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
17,"P Theodorou, A Meliones","Gaining insight for the design, development, deployment and distribution of assistive navigation systems for blind and visually impaired people through a detailed user …",2023,"Universal Access in the Information Society","Springer","https://link.springer.com/article/10.1007/s10209-022-00885-9","https://scholar.google.com/scholar?cites=186190108127145235&as_sdt=2005&sciodt=2007&hl=en",177,"2024-09-18 20:22:10","","10.1007/s10209-022-00885-9","","",,,,,17,17.00,9,2,1,"… navigation systems for blind and visually impaired people (Blind Route Vision and Blind Indoor Guide). … with severe vision loss and blindness concerning Assistive Navigation Systems. …","","https://scholar.google.com/scholar?q=related:Ey2ct-p6lQIJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
51,"BF Yuksel, P Fazli, U Mathur, V Bisht, SJ Kim…","Human-in-the-loop machine learning to increase video accessibility for visually impaired and blind users",2020,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3357236.3395433","https://scholar.google.com/scholar?cites=12060329240397650242&as_sdt=2005&sciodt=2007&hl=en",178,"2024-09-18 20:22:10","","10.1145/3357236.3395433","","",,,,,51,12.75,9,6,4,"… Only control condition with no machine learning assistance with … from describers pointing to guidance provided by the HILML … videogaming for navigation skills in learners who are blind. …","https://www.pooyanfazli.com/publications/BYuksel_DIS2020.pdf","https://scholar.google.com/scholar?q=related:QpkouIvlXqcJ:scholar.google.com/&scioq=guide%7Cguidance%7Cassist*%7Caid+vision%7Cvisually+impaired%7Cdisabled%7Clow+navigate%7Cnavigation%7Cmobility%7Corientation%7Ctravel+blind%7Cblindness+%22deep+learning%22%7Cmachine%7C%22computer+vision%22%7Crobot%7Cartificial%7C%22image+processing%22&hl=en&as_sdt=2007"
