IDCLIENTE;EVOLUCION_LCR;DIAS_MORA;COMPORT_INTERNO;ACTIVIDAD;EST_CIVIL;EDAD;RENTA;SEXO;TIPO_VIVIENDA;Salario_Anual;Monto_inicial;
1510;Aumenta Cupo;6;Buen Cliente;Independiente;Soltero;32;2080;F;Propia; $220.480 ; $44.096 ;
1511;Aumenta Cupo;6;Buen Cliente;Dependiente;Casado;45;1538;F;Arrienda; $76.900 ; $7.690 ;
1512;Mantiene Cupo;24;Buen Cliente;Independiente;Casado;52;3878;M;Arrienda; $193.900 ; $38.780 ;
1513;Mantiene Cupo;30;Buen Cliente;Dependiente;Soltero;43;3832;F;Propia; $406.192 ; $40.619 ;
1514;Aumenta Cupo;15;Buen Cliente;Independiente;Soltero;42;3186;F;Arrienda; $337.716 ; $67.543 ;
1515;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;29;2896;M;Propia; $306.976 ; $30.698 ;
1516;Mantiene Cupo;24;Buen Cliente;Independiente;Casado;42;6967;M;Propia; $348.350 ; $69.670 ;
1517;Aumenta Cupo;36;Buen Cliente;Dependiente;Casado;46;8819;M;Propia; $440.950 ; $44.095 ;
1518;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;36;5943;F;Arrienda; $297.150 ; $29.715 ;
1519;Aumenta Cupo;36;Buen Cliente;Dependiente;Soltero;29;7127;F;Arrienda; $755.462 ; $75.546 ;
1520;Aumenta Cupo;36;Buen Cliente;Dependiente;Casado;33;3349;F;Arrienda; $167.450 ; $16.745 ;
1521;Aumenta Cupo;36;Buen Cliente;Dependiente;Casado;43;10974;F;Arrienda; $548.700 ; $54.870 ;
1522;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;22;518;F;Arrienda; $54.908 ; $5.491 ;
1523;Aumenta Cupo;18;Buen Cliente;Dependiente;Casado;38;1126;F;Arrienda; $56.300 ; $5.630 ;
1524;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;37;1860;M;Propia; $197.160 ; $19.716 ;
1525;Aumenta Cupo;36;Buen Cliente;Dependiente;Soltero;43;9566;F;Arrienda; $1.013.996 ; $101.400 ;
1526;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;27;701;F;Propia; $74.306 ; $7.431 ;
1527;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;45;2930;F;Arrienda; $310.580 ; $31.058 ;
1528;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;38;1505;M;Propia; $159.530 ; $15.953 ;
1529;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;43;6238;F;Arrienda; $661.228 ; $66.123 ;
1530;Aumenta Cupo;4;Buen Cliente;Dependiente;Casado;40;1503;M;Propia; $75.150 ; $7.515 ;
1531;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;43;7197;M;Propia; $762.882 ; $76.288 ;
1532;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;31;1881;F;Arrienda; $199.386 ; $19.939 ;
1533;Disminuye Cupo;18;Buen Cliente;Dependiente;Soltero;30;1880;F;Propia; $199.280 ; $19.928 ;
1534;Disminuye Cupo;18;Buen Cliente;Dependiente;Soltero;31;2389;F;Arrienda; $253.234 ; $25.323 ;
1535;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;28;1967;F;Arrienda; $208.502 ; $20.850 ;
1536;Aumenta Cupo;4;Buen Cliente;Independiente;Soltero;33;3380;F;Arrienda; $358.280 ; $71.656 ;
1537;Aumenta Cupo;4;Buen Cliente;Independiente;Soltero;36;1455;M;Propia; $154.230 ; $30.846 ;
1538;Aumenta Cupo;7;Buen Cliente;Dependiente;Soltero;30;730;M;Propia; $77.380 ; $7.738 ;
1539;Mantiene Cupo;18;Mal Cliente;Dependiente;Casado;37;3244;F;Arrienda; $162.200 ; $16.220 ;
1540;Mantiene Cupo;9;Buen Cliente;Dependiente;Casado;28;1670;F;Arrienda; $83.500 ; $8.350 ;
1541;Mantiene Cupo;31;Mal Cliente;Dependiente;Soltero;33;3979;M;Propia; $421.774 ; $42.177 ;
1542;Mantiene Cupo;12;Buen Cliente;Dependiente;Casado;42;5922;M;Propia; $296.100 ; $29.610 ;
1543;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;29;1295;F;Arrienda; $137.270 ; $13.727 ;
1544;Aumenta Cupo;4;Buen Cliente;Dependiente;Casado;33;1544;M;Propia; $77.200 ; $7.720 ;
1545;Mantiene Cupo;8;Buen Cliente;Independiente;Soltero;29;907;F;Propia; $96.142 ; $19.228 ;
1546;Mantiene Cupo;30;Buen Cliente;Dependiente;Soltero;38;1715;F;Arrienda; $181.790 ; $18.179 ;
1547;Mantiene Cupo;10;Buen Cliente;Dependiente;Casado;31;1347;M;Propia; $67.350 ; $6.735 ;
1548;Mantiene Cupo;12;Buen Cliente;Independiente;Soltero;32;1007;F;Propia; $106.742 ; $21.348 ;
1549;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;38;1402;F;Arrienda; $148.612 ; $14.861 ;
1550;Mantiene Cupo;12;Buen Cliente;Independiente;Soltero;40;2002;M;Propia; $212.212 ; $42.442 ;
1551;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;55;2096;M;Propia; $104.800 ; $10.480 ;
1552;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;35;1101;F;Propia; $116.706 ; $23.341 ;
1553;Aumenta Cupo;10;Buen Cliente;Dependiente;Soltero;37;894;F;Arrienda; $94.764 ; $9.476 ;
1554;Mantiene Cupo;11;Buen Cliente;Dependiente;Soltero;29;1577;F;Arrienda; $167.162 ; $16.716 ;
1555;Aumenta Cupo;33;Mal Cliente;Independiente;Casado;34;2764;F;Arrienda; $138.200 ; $27.640 ;
1556;Mantiene Cupo;34;Mal Cliente;Independiente;Casado;40;8358;F;Arrienda; $417.900 ; $83.580 ;
1557;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;29;1474;F;Arrienda; $156.244 ; $15.624 ;
1558;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;29;5433;F;Arrienda; $575.898 ; $57.590 ;
1559;Mantiene Cupo;14;Buen Cliente;Independiente;Soltero;37;1410;F;Propia; $149.460 ; $29.892 ;
1560;Aumenta Cupo;20;Buen Cliente;Independiente;Casado;29;3485;M;Arrienda; $174.250 ; $34.850 ;
1561;Aumenta Cupo;18;Buen Cliente;Dependiente;Casado;28;3850;M;Propia; $192.500 ; $19.250 ;
1562;Mantiene Cupo;17;Buen Cliente;Independiente;Casado;58;7408;F;Arrienda; $370.400 ; $74.080 ;
1563;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;28;1377;F;Arrienda; $145.962 ; $14.596 ;
1564;Aumenta Cupo;30;Mal Cliente;Independiente;Casado;36;4272;M;Propia; $213.600 ; $42.720 ;
1565;Mantiene Cupo;24;Buen Cliente;Dependiente;Casado;30;1553;F;Arrienda; $77.650 ; $7.765 ;
1566;Mantiene Cupo;36;Buen Cliente;Independiente;Soltero;41;9857;M;Propia; $1.044.842 ; $208.968 ;
1567;Aumenta Cupo;6;Buen Cliente;Independiente;Soltero;21;362;F;Arrienda; $38.372 ; $7.674 ;
1568;Aumenta Cupo;12;Buen Cliente;Dependiente;Casado;31;1935;M;Propia; $96.750 ; $9.675 ;
1569;Aumenta Cupo;2;Mal Cliente;Dependiente;Soltero;47;10222;M;Propia; $1.083.532 ; $108.353 ;
1570;Mantiene Cupo;12;Buen Cliente;Independiente;Soltero;27;1330;M;Propia; $140.980 ; $28.196 ;
1571;Aumenta Cupo;36;Mal Cliente;Dependiente;Casado;46;9055;M;Propia; $452.750 ; $45.275 ;
1572;Mantiene Cupo;26;Buen Cliente;Dependiente;Casado;59;7966;M;Propia; $398.300 ; $39.830 ;
1573;Mantiene Cupo;30;Mal Cliente;Dependiente;Casado;59;3496;M;Propia; $174.800 ; $17.480 ;
1574;Mantiene Cupo;36;Buen Cliente;Dependiente;Casado;50;6948;M;Propia; $347.400 ; $34.740 ;
1575;Mantiene Cupo;1;Mal Cliente;Independiente;Casado;48;12204;M;Propia; $610.200 ; $122.040 ;
1576;Disminuye Cupo;36;Buen Cliente;Dependiente;Casado;46;3446;M;Propia; $172.300 ; $17.230 ;
1577;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;26;684;M;Propia; $72.504 ; $7.250 ;
1578;Disminuye Cupo;33;Buen Cliente;Dependiente;Casado;54;4281;F;Arrienda; $214.050 ; $21.405 ;
1579;Disminuye Cupo;42;Buen Cliente;Dependiente;Casado;36;7174;F;Arrienda; $358.700 ; $35.870 ;
1580;Disminuye Cupo;24;Mal Cliente;Dependiente;Casado;38;1546;M;Propia; $77.300 ; $7.730 ;
1581;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;31;2359;M;Arrienda; $250.054 ; $25.005 ;
1582;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;35;3621;M;Propia; $181.050 ; $18.105 ;
1583;Disminuye Cupo;12;Buen Cliente;Dependiente;Casado;27;741;F;Arrienda; $37.050 ; $3.705 ;
1584;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;38;7865;M;Propia; $833.690 ; $83.369 ;
1585;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;56;2910;M;Propia; $308.460 ; $30.846 ;
1586;Disminuye Cupo;18;Buen Cliente;Independiente;Casado;53;5302;M;Propia; $265.100 ; $53.020 ;
1587;Disminuye Cupo;36;Mal Cliente;Dependiente;Casado;56;3620;M;Propia; $181.000 ; $18.100 ;
1588;Disminuye Cupo;18;Buen Cliente;Dependiente;Soltero;45;3509;F;Arrienda; $371.954 ; $37.195 ;
1589;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;37;3017;F;Arrienda; $319.802 ; $31.980 ;
1590;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;34;1657;M;Propia; $175.642 ; $17.564 ;
1591;Disminuye Cupo;8;Buen Cliente;Independiente;Soltero;25;1164;M;Propia; $123.384 ; $24.677 ;
1592;Disminuye Cupo;36;Buen Cliente;Dependiente;Casado;50;6229;F;Arrienda; $311.450 ; $31.145 ;
1593;Disminuye Cupo;24;Mal Cliente;Independiente;Soltero;30;1193;F;Arrienda; $126.458 ; $25.292 ;
1594;Disminuye Cupo;30;Mal Cliente;Dependiente;Casado;33;4583;M;Arrienda; $229.150 ; $22.915 ;
1595;Disminuye Cupo;36;Buen Cliente;Dependiente;Soltero;37;5371;M;Propia; $569.326 ; $56.933 ;
1596;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;33;708;M;Propia; $75.048 ; $7.505 ;
1597;Disminuye Cupo;21;Mal Cliente;Independiente;Casado;38;571;M;Propia; $28.550 ; $5.710 ;
1598;Disminuye Cupo;30;Buen Cliente;Dependiente;Soltero;36;2522;M;Propia; $267.332 ; $26.733 ;
1599;Disminuye Cupo;36;Buen Cliente;Dependiente;Soltero;36;5179;M;Propia; $548.974 ; $54.897 ;
1600;Disminuye Cupo;62;Buen Cliente;Dependiente;Casado;45;8229;M;Propia; $411.450 ; $41.145 ;
1601;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;29;2028;M;Propia; $214.968 ; $21.497 ;
1602;Disminuye Cupo;6;Buen Cliente;Independiente;Soltero;38;1374;F;Arrienda; $145.644 ; $29.129 ;
1603;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;30;1289;M;Propia; $136.634 ; $13.663 ;
1604;Disminuye Cupo;36;Buen Cliente;Dependiente;Soltero;28;2712;M;Propia; $287.472 ; $28.747 ;
1605;Disminuye Cupo;15;Buen Cliente;Dependiente;Soltero;25;975;M;Arrienda; $103.350 ; $10.335 ;
1606;Mantiene Cupo;6;Buen Cliente;Dependiente;Casado;34;1050;M;Propia; $52.500 ; $5.250 ;
1607;Disminuye Cupo;6;Buen Cliente;Independiente;Soltero;25;609;F;Arrienda; $64.554 ; $12.911 ;
1608;Disminuye Cupo;5;Mal Cliente;Dependiente;Soltero;35;4788;M;Propia; $507.528 ; $50.753 ;
1609;Mantiene Cupo;24;Buen Cliente;Dependiente;Casado;40;3069;M;Propia; $153.450 ; $15.345 ;
1610;Mantiene Cupo;12;Buen Cliente;Independiente;Casado;31;836;F;Arrienda; $41.800 ; $8.360 ;
1611;Disminuye Cupo;12;Buen Cliente;Dependiente;Casado;33;2577;M;Arrienda; $128.850 ; $12.885 ;
1612;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;36;1620;F;Arrienda; $171.720 ; $17.172 ;
1613;Disminuye Cupo;15;Buen Cliente;Dependiente;Soltero;38;1845;F;Arrienda; $195.570 ; $19.557 ;
1614;Disminuye Cupo;24;Buen Cliente;Dependiente;Casado;29;6579;M;Propia; $328.950 ; $32.895 ;
1615;Disminuye Cupo;12;Buen Cliente;Independiente;Soltero;29;1893;F;Arrienda; $200.658 ; $40.132 ;
1616;Disminuye Cupo;30;Mal Cliente;Dependiente;Soltero;43;10623;M;Propia; $1.126.038 ; $112.604 ;
1617;Disminuye Cupo;18;Buen Cliente;Independiente;Soltero;45;2249;M;Propia; $238.394 ; $47.679 ;
1618;Disminuye Cupo;30;Buen Cliente;Dependiente;Casado;57;3108;M;Arrienda; $155.400 ; $15.540 ;
1619;Mantiene Cupo;12;Mal Cliente;Independiente;Soltero;24;958;M;Propia; $101.548 ; $20.310 ;
1620;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;44;9277;M;Arrienda; $983.362 ; $98.336 ;
1621;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;54;6314;M;Propia; $669.284 ; $133.857 ;
1622;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;31;1526;M;Propia; $161.756 ; $16.176 ;
1623;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;60;3590;M;Propia; $380.540 ; $38.054 ;
1624;Disminuye Cupo;24;Buen Cliente;Dependiente;Casado;36;6615;M;Propia; $330.750 ; $33.075 ;
1625;Disminuye Cupo;6;Buen Cliente;Dependiente;Soltero;42;1872;M;Propia; $198.432 ; $19.843 ;
1626;Aumenta Cupo;12;Buen Cliente;Independiente;Casado;28;2859;M;Propia; $142.950 ; $28.590 ;
1627;Aumenta Cupo;18;Buen Cliente;Dependiente;Casado;35;1582;M;Propia; $79.100 ; $7.910 ;
1628;Aumenta Cupo;6;Buen Cliente;Dependiente;Casado;35;1238;M;Propia; $61.900 ; $6.190 ;
1629;Disminuye Cupo;12;Buen Cliente;Dependiente;Casado;34;2578;F;Arrienda; $128.900 ; $12.890 ;
1630;Disminuye Cupo;15;Buen Cliente;Dependiente;Soltero;42;1433;F;Arrienda; $151.898 ; $15.190 ;
1631;Disminuye Cupo;61;Mal Cliente;Dependiente;Soltero;53;7882;M;Propia; $835.492 ; $83.549 ;
1632;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;37;4169;M;Propia; $441.914 ; $44.191 ;
1633;Disminuye Cupo;38;Buen Cliente;Dependiente;Soltero;33;3959;M;Propia; $419.654 ; $41.965 ;
1634;Disminuye Cupo;36;Mal Cliente;Independiente;Casado;29;3249;M;Propia; $162.450 ; $32.490 ;
1635;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;37;3149;M;Propia; $333.794 ; $33.379 ;
1636;Disminuye Cupo;12;Buen Cliente;Dependiente;Casado;35;2246;M;Propia; $112.300 ; $11.230 ;
1637;Disminuye Cupo;13;Buen Cliente;Independiente;Soltero;29;1797;M;Propia; $190.482 ; $38.096 ;
1638;Disminuye Cupo;20;Buen Cliente;Dependiente;Soltero;40;4272;F;Arrienda; $452.832 ; $45.283 ;
1639;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;50;2957;M;Propia; $313.442 ; $31.344 ;
1640;Disminuye Cupo;36;Buen Cliente;Dependiente;Casado;35;2348;F;Propia; $117.400 ; $11.740 ;
1641;Mantiene Cupo;42;Mal Cliente;Independiente;Casado;32;6289;M;Arrienda; $314.450 ; $62.890 ;
1642;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;29;6419;F;Arrienda; $680.414 ; $68.041 ;
1643;Disminuye Cupo;47;Buen Cliente;Dependiente;Soltero;32;6143;F;Arrienda; $651.158 ; $65.116 ;
1644;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;40;1597;M;Propia; $169.282 ; $16.928 ;
1645;Disminuye Cupo;36;Mal Cliente;Independiente;Soltero;49;15857;F;Arrienda; $1.680.842 ; $336.168 ;
1646;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;37;2223;M;Propia; $235.638 ; $23.564 ;
1647;Aumenta Cupo;12;Mal Cliente;Dependiente;Casado;53;7238;M;Propia; $361.900 ; $36.190 ;
1648;Mantiene Cupo;30;Mal Cliente;Independiente;Soltero;31;2503;M;Propia; $265.318 ; $53.064 ;
1649;Mantiene Cupo;18;Buen Cliente;Independiente;Casado;30;2622;M;Propia; $131.100 ; $26.220 ;
1650;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;32;4351;F;Arrienda; $461.206 ; $46.121 ;
1651;Mantiene Cupo;6;Buen Cliente;Dependiente;Casado;37;368;M;Propia; $18.400 ; $1.840 ;
1652;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;22;754;M;Propia; $79.924 ; $7.992 ;
1653;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;46;2424;M;Propia; $256.944 ; $25.694 ;
1654;Mantiene Cupo;51;Mal Cliente;Independiente;Casado;52;6681;M;Propia; $334.050 ; $66.810 ;
1655;Mantiene Cupo;18;Buen Cliente;Independiente;Soltero;37;2427;M;Propia; $257.262 ; $51.452 ;
1656;Mantiene Cupo;24;Buen Cliente;Dependiente;Soltero;30;1216;M;Propia; $128.896 ; $12.890 ;
1657;Mantiene Cupo;6;Buen Cliente;Dependiente;Soltero;23;753;F;Arrienda; $79.818 ; $7.982 ;
1658;Mantiene Cupo;7;Buen Cliente;Dependiente;Casado;36;2576;M;Propia; $128.800 ; $12.880 ;
1659;Mantiene Cupo;6;Buen Cliente;Dependiente;Soltero;22;590;F;Propia; $62.540 ; $6.254 ;
1660;Mantiene Cupo;8;Buen Cliente;Dependiente;Soltero;28;1414;M;Propia; $149.884 ; $14.988 ;
1661;Mantiene Cupo;12;Buen Cliente;Dependiente;Casado;31;1103;M;Propia; $55.150 ; $5.515 ;
1662;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;26;585;F;Propia; $62.010 ; $6.201 ;
1663;Mantiene Cupo;6;Buen Cliente;Dependiente;Casado;38;1068;M;Propia; $53.400 ; $5.340 ;
1664;Disminuye Cupo;8;Buen Cliente;Independiente;Soltero;32;713;M;Propia; $75.578 ; $15.116 ;
1665;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;43;1092;F;Arrienda; $115.752 ; $11.575 ;
1666;Mantiene Cupo;7;Buen Cliente;Dependiente;Casado;49;2329;F;Arrienda; $116.450 ; $11.645 ;
1667;Mantiene Cupo;13;Buen Cliente;Dependiente;Soltero;28;882;M;Propia; $93.492 ; $9.349 ;
1668;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;34;866;F;Propia; $91.796 ; $9.180 ;
1669;Mantiene Cupo;7;Buen Cliente;Dependiente;Soltero;47;2415;M;Propia; $255.990 ; $25.599 ;
1670;Mantiene Cupo;13;Buen Cliente;Dependiente;Soltero;42;2101;F;Arrienda; $222.706 ; $22.271 ;
1671;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;30;1301;F;Propia; $137.906 ; $13.791 ;
1672;Mantiene Cupo;18;Buen Cliente;Dependiente;Casado;34;1113;F;Arrienda; $55.650 ; $5.565 ;
1673;Mantiene Cupo;8;Buen Cliente;Dependiente;Soltero;27;760;F;Arrienda; $80.560 ; $8.056 ;
1674;Mantiene Cupo;12;Buen Cliente;Dependiente;Soltero;24;625;F;Propia; $66.250 ; $6.625 ;
1675;Mantiene Cupo;6;Mal Cliente;Independiente;Soltero;34;1323;M;Arrienda; $140.238 ; $28.048 ;
1676;Disminuye Cupo;9;Buen Cliente;Dependiente;Casado;26;1138;M;Propia; $56.900 ; $5.690 ;
1677;Mantiene Cupo;18;Buen Cliente;Dependiente;Casado;48;1795;F;Arrienda; $89.750 ; $8.975 ;
1678;Mantiene Cupo;15;Buen Cliente;Dependiente;Casado;44;2728;M;Propia; $136.400 ; $13.640 ;
1679;Mantiene Cupo;6;Buen Cliente;Dependiente;Soltero;25;484;F;Propia; $51.304 ; $5.130 ;
1680;Mantiene Cupo;10;Mal Cliente;Dependiente;Casado;29;1048;M;Propia; $52.400 ; $5.240 ;
1681;Mantiene Cupo;12;Buen Cliente;Dependiente;Casado;35;1155;F;Propia; $57.750 ; $5.775 ;
1682;Mantiene Cupo;20;Buen Cliente;Dependiente;Casado;34;7057;M;Propia; $352.850 ; $35.285 ;
1683;Mantiene Cupo;15;Buen Cliente;Dependiente;Soltero;32;1537;M;Propia; $162.922 ; $16.292 ;
1684;Disminuye Cupo;12;Buen Cliente;Dependiente;Soltero;29;2214;M;Propia; $234.684 ; $23.468 ;
1685;Aumenta Cupo;24;Buen Cliente;Dependiente;Casado;34;1585;M;Propia; $79.250 ; $7.925 ;
1686;Mantiene Cupo;10;Buen Cliente;Dependiente;Soltero;33;1521;M;Arrienda; $161.226 ; $16.123 ;
1687;Mantiene Cupo;36;Mal Cliente;Dependiente;Casado;28;3990;F;Arrienda; $199.500 ; $19.950 ;
1688;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;35;3049;F;Arrienda; $323.194 ; $32.319 ;
1689;Disminuye Cupo;24;Mal Cliente;Dependiente;Soltero;30;1282;F;Arrienda; $135.892 ; $13.589 ;
1690;Aumenta Cupo;0;Buen Cliente;Dependiente;Casado;51;10144;F;Arrienda; $507.200 ; $50.720 ;
1691;Disminuye Cupo;12;Buen Cliente;Independiente;Casado;42;1168;F;Propia; $58.400 ; $11.680 ;
1692;Mantiene Cupo;6;Buen Cliente;Dependiente;Soltero;32;454;F;Propia; $48.124 ; $4.812 ;
1693;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;33;3594;F;Arrienda; $380.964 ; $38.096 ;
1694;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;38;1768;M;Propia; $187.408 ; $18.741 ;
1695;Aumenta Cupo;3;Mal Cliente;Dependiente;Casado;54;15653;M;Propia; $782.650 ; $78.265 ;
1696;Mantiene Cupo;12;Buen Cliente;Independiente;Soltero;37;2247;F;Arrienda; $238.182 ; $47.636 ;
1697;Aumenta Cupo;24;Buen Cliente;Dependiente;Soltero;36;1413;F;Propia; $149.778 ; $14.978 ;
1698;Mantiene Cupo;45;Mal Cliente;Dependiente;Casado;59;4576;M;Propia; $228.800 ; $22.880 ;
1699;Disminuye Cupo;24;Buen Cliente;Dependiente;Soltero;33;1231;F;Arrienda; $130.486 ; $13.049 ;
1700;Disminuye Cupo;36;Buen Cliente;Dependiente;Casado;42;8335;M;Propia; $416.750 ; $41.675 ;
1701;Mantiene Cupo;36;Mal Cliente;Dependiente;Soltero;36;5800;M;Propia; $614.800 ; $61.480 ;
1702;Disminuye Cupo;18;Buen Cliente;Dependiente;Soltero;41;8471;F;Arrienda; $897.926 ; $89.793 ;
1703;Disminuye Cupo;30;Buen Cliente;Dependiente;Soltero;30;3622;F;Arrienda; $383.932 ; $38.393 ;
1704;Disminuye Cupo;6;Buen Cliente;Dependiente;Soltero;29;1169;M;Propia; $123.914 ; $12.391 ;
1705;Aumenta Cupo;15;Buen Cliente;Dependiente;Soltero;45;1262;M;Propia; $133.772 ; $13.377 ;
1706;Mantiene Cupo;24;Buen Cliente;Dependiente;Casado;48;3617;M;Propia; $180.850 ; $18.085 ;
1707;Mantiene Cupo;30;Mal Cliente;Independiente;Soltero;48;2181;M;Propia; $231.186 ; $46.237 ;
1708;Disminuye Cupo;48;Mal Cliente;Independiente;Casado;59;7685;F;Arrienda; $384.250 ; $76.850 ;
1709;Aumenta Cupo;6;Mal Cliente;Dependiente;Casado;51;6110;M;Propia; $305.500 ; $30.550 ;
1710;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;28;3757;F;Arrienda; $398.242 ; $79.648 ;
1711;Disminuye Cupo;42;Buen Cliente;Dependiente;Casado;42;3394;M;Propia; $169.700 ; $16.970 ;
1712;Aumenta Cupo;38;Buen Cliente;Independiente;Soltero;29;6304;M;Propia; $668.224 ; $133.645 ;
1713;Aumenta Cupo;9;Buen Cliente;Dependiente;Soltero;26;1244;F;Arrienda; $131.864 ; $13.186 ;
1714;Aumenta Cupo;6;Buen Cliente;Independiente;Casado;56;3518;M;Propia; $175.900 ; $35.180 ;
1715;Aumenta Cupo;36;Mal Cliente;Dependiente;Casado;29;2613;M;Propia; $130.650 ; $13.065 ;
1716;Disminuye Cupo;4;Mal Cliente;Dependiente;Soltero;37;7476;M;Propia; $792.456 ; $79.246 ;
1717;Aumenta Cupo;24;Buen Cliente;Independiente;Soltero;28;4591;M;Propia; $486.646 ; $97.329 ;
1718;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;31;1924;F;Arrienda; $203.944 ; $20.394 ;
1719;Mantiene Cupo;65;Buen Cliente;Dependiente;Soltero;45;5595;F;Propia; $593.070 ; $59.307 ;
1720;Mantiene Cupo;48;Buen Cliente;Dependiente;Casado;63;6224;M;Propia; $311.200 ; $31.120 ;
1721;Mantiene Cupo;15;Buen Cliente;Dependiente;Casado;36;1905;M;Propia; $95.250 ; $9.525 ;
1722;Aumenta Cupo;21;Buen Cliente;Dependiente;Casado;33;2993;M;Propia; $149.650 ; $14.965 ;
1723;Aumenta Cupo;36;Mal Cliente;Dependiente;Casado;44;8947;M;Propia; $447.350 ; $44.735 ;
1724;Disminuye Cupo;24;Buen Cliente;Dependiente;Casado;30;4020;M;Propia; $201.000 ; $20.100 ;
1725;Mantiene Cupo;18;Buen Cliente;Dependiente;Soltero;54;2779;F;Propia; $294.574 ; $29.457 ;
1726;Aumenta Cupo;21;Buen Cliente;Independiente;Soltero;37;2782;F;Arrienda; $294.892 ; $58.978 ;
1727;Aumenta Cupo;12;Buen Cliente;Independiente;Soltero;35;1884;M;Propia; $199.704 ; $39.941 ;
1728;Aumenta Cupo;36;Buen Cliente;Dependiente;Soltero;46;11054;M;Propia; $1.171.724 ; $117.172 ;
1729;Mantiene Cupo;0;Mal Cliente;Dependiente;Casado;46;9157;M;Propia; $457.850 ; $45.785 ;
1730;Mantiene Cupo;42;Mal Cliente;Dependiente;Casado;46;9283;M;Propia; $464.150 ; $46.415 ;
1731;Aumenta Cupo;2;Mal Cliente;Independiente;Casado;37;6527;M;Propia; $326.350 ; $65.270 ;
1732;Aumenta Cupo;15;Buen Cliente;Dependiente;Casado;41;3368;M;Propia; $168.400 ; $16.840 ;
1733;Disminuye Cupo;15;Mal Cliente;Independiente;Casado;37;2511;F;Arrienda; $125.550 ; $25.110 ;
1734;Disminuye Cupo;36;Buen Cliente;Dependiente;Casado;46;5493;M;Propia; $274.650 ; $27.465 ;
1735;Aumenta Cupo;6;Buen Cliente;Dependiente;Soltero;27;1338;M;Arrienda; $141.828 ; $14.183 ;
1736;Mantiene Cupo;9;Buen Cliente;Dependiente;Casado;36;1082;M;Propia; $54.100 ; $5.410 ;
1737;Aumenta Cupo;18;Buen Cliente;Dependiente;Soltero;29;1149;M;Propia; $121.794 ; $12.179 ;
1738;Mantiene Cupo;15;Buen Cliente;Dependiente;Soltero;45;1308;M;Propia; $138.648 ; $13.865 ;
1739;Mantiene Cupo;20;Mal Cliente;Dependiente;Soltero;37;6148;F;Propia; $651.688 ; $65.169 ;
1740;Aumenta Cupo;12;Buen Cliente;Dependiente;Soltero;31;1736;F;Arrienda; $184.016 ; $18.402 ;
