Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
001-118-222-924-277,Template matching for a local guidance system,,,conference proceedings article,Proceedings of the 39th Midwest Symposium on Circuits and Systems,,IEEE,,Jamal S. Rahhal; Yu-Lin Wang; G.E. Atkin,"We describe an important component of an Interactive Assistance System designed to help the blind and visually impaired to become more independent, increasing their mobility and ability to work. A major part of the system is a Local Guidance System (LGS) that uses image processing techniques to extract the most important features in the path of the blind. The LGS provides information to the user about obstacles and general characteristics of the walking path. It uses two miniature cameras to capture the image from two different locations. A processor uses a template matching algorithm to detect the main features in the path. Then the images are processed and delivered in (text to speech) audio format. The objects are chosen and classified by a statistical study of actual street images, then the templates are formed for each main feature in the image by averaging all the images obtained for that feature.",3,,1268,1271,Speech synthesis; Artificial intelligence; Template matching; Pixel; Guidance system; Computer vision; Computer science; Feature extraction; Feature (computer vision); Path (graph theory); Image processing,,,,,http://ieeexplore.ieee.org/document/593151/,http://dx.doi.org/10.1109/mwscas.1996.593151,,10.1109/mwscas.1996.593151,2102267422,,0,092-029-784-601-900,3,false,,
001-154-350-168-291,A touring machine: Prototyping 3D mobile augmented reality systems for exploring the urban environment,,1997,journal article,Personal Technologies,09492054; 16174917,Springer Science and Business Media LLC,,Steven Feiner; Blair MacIntyre; Tobias Höllerer; Anthony Webster,"We describe a prototype system that combines the overlaid 3D graphics of augmented reality with the untethered freedom of mobile computing. The goal is to explore how these two technologies might together make possible wearable computer systems that can support users in their everyday interactions with the world. We introduce an application that presents information about our university's campus, using a head-tracked, see-through, head-worn, 3D display, and an untracked, opaque, hand-held, 2D display with stylus and trackpad. We provide an illustrated explanation of how our prototype is used, and describe our rationale behind designing its software infrastructure and selecting the hardware on which it runs.",1,4,208,217,,,,,,,http://dx.doi.org/10.1007/bf01682023,,10.1007/bf01682023,,,114,002-553-865-119-83X; 011-021-179-522-812; 013-901-391-839-508; 015-020-732-040-554; 015-693-656-426-469; 022-649-239-219-843; 026-709-227-369-841; 028-402-447-635-28X; 033-988-731-651-510; 040-111-163-897-75X; 058-468-795-176-403; 059-975-163-043-752; 062-995-863-811-173; 075-438-078-934-741; 079-885-218-191-565; 088-470-436-866-921; 094-280-406-839-64X; 112-068-204-603-148; 115-966-881-261-791; 123-611-415-442-437; 129-046-878-286-169; 147-723-514-498-230; 157-073-743-888-639,277,true,,green
001-211-139-420-373,A realtime portable and accessible aiding system for the blind – a cloud based approach,2023-01-27,2023,journal article,Multimedia Tools and Applications,13807501; 15737721,Springer Science and Business Media LLC,Netherlands,S. Venkat Ragavan; A. H. Tarun; S. Yogeeshwar; B. S. Vishwath Kumar; S. Sofana Reka,,82,13,20641,20654,Computer science; Cloud computing; Human–computer interaction; Real-time computing; Artificial intelligence; Operating system,,,,,,http://dx.doi.org/10.1007/s11042-023-14419-9,,10.1007/s11042-023-14419-9,,,0,004-019-652-142-123; 004-306-253-497-690; 007-024-005-789-989; 007-961-487-496-498; 008-254-023-648-418; 016-083-199-514-532; 019-082-228-431-934; 022-490-123-344-35X; 023-309-209-821-636; 027-038-067-308-602; 027-652-211-846-887; 028-744-192-669-778; 033-409-303-885-100; 033-715-892-488-001; 036-407-649-013-756; 037-833-381-346-602; 038-738-991-699-334; 038-858-720-835-740; 042-689-946-148-898; 043-281-975-871-986; 045-233-211-477-950; 056-838-853-715-333; 067-894-235-988-508; 069-480-623-909-181; 069-726-386-089-18X; 072-710-510-756-106; 079-102-141-538-60X; 082-007-089-941-639; 086-309-210-823-335; 088-822-320-203-25X; 091-405-827-080-958; 094-206-454-118-462; 112-913-173-544-602; 113-668-950-819-544; 115-425-559-919-864; 118-819-410-192-91X; 119-816-295-280-254; 120-914-907-494-056; 135-114-124-987-400; 151-139-899-653-714; 190-898-853-315-543,0,false,,
001-267-464-226-809,Superpixels for the Visible Human Project and human anatomical voxel model construction,2016-05-20,2016,journal article,International journal of computer assisted radiology and surgery,18616429; 18616410,Springer Science and Business Media LLC,Germany,Gobert N. Lee; Mariusz Bajger; Martin Caon; Giovanni Bibbo; Michael Ng,"et à la diffusion de documents scientifiques de niveau recherche, publiés ou non, émanant des établissements d'enseignement et de recherche français ou étrangers, des laboratoires publics ou privés.",11,S1,194,195,Artificial intelligence; Visible human project; Computer vision; Computer science; Voxel; Geology; Biomedical engineering; Texture (geology); Achilles tendon; Mri image; Motion (physics); Surgical procedures; Table (database); General surgery; Workflow; Medical physics; Guardian; Patient specific; Medicine; Pattern recognition; Hessian matrix; Narrow band; Segmentation; Pathology; Nuclear medicine; Morphometric analysis; Automatic segmentation; Condyle; Ontology (information science); Context (language use); Surgical assistance; Knowledge management; Exhibition; Library science; Art history; Art,,,,,https://researchnow.flinders.edu.au/en/publications/superpixels-for-the-visible-human-project-and-human-anatomical-vo,http://dx.doi.org/10.1007/s11548-016-1412-5,27206418,10.1007/s11548-016-1412-5,3103115189; 2594708524; 2899556992; 2967156615; 2512148952; 2594865033; 2792117424,,0,028-303-905-295-179; 072-016-906-192-79X; 125-183-998-630-935; 142-892-306-861-627,8,true,,green
001-374-925-660-223,Plenary lecture 4: work directions and new results in electronic travel aids for blind and visually impaired people,2010-07-22,2010,conference proceedings,,,,,Virgil Tiponut,"There are approximately 45 million blind & visually impaired people world-wide according to the World Health Report. Vision loss limits the access of these individuals to the educational opportunities, social events, public transportation and leads to a higher rate of unemployment.; ; Many efforts have been invested in the last years, based on sensor technology and signal processing, to develop electronic travel aids (ETA) capable to improve the mobility of blind users in unknown or dynamically changing environment. In spite of these efforts, the already proposed ETAs do not meet the requirements of the blind community and the traditional tools (white cane and guiding dogs) are still the only used by visually impaired to navigate in their working and living environment.; ; In this paper, research efforts to improve the main two components of an ETA tool: the Obstacles Detection System (ODS) and the Man-machine Interface (MMI) are presented. Now, for the first time, the ODS under development is bioinspired from the visual system of insects, particularly from the Lobula Giant Motion Detector (LGMD) found in locusts. LGMD is a large neuron found in optical lobule of the locust, which mainly responds at the approaching objects. Starting from the mathematical model of the LGMD, known in the literature, it has been developed an ODS that can be used by visually impaired to navigate autonomously with obstacles avoidance. The already obtained results are very promising, but some improvements are also possible. We are developing now preprocessing algorithms for the visual information applied to the input of the LGMD neuron, in order to improve the response of the ODS. In the proposed solution, the position of the detected obstacles is correlated with the attitude parameters of the subject's head. In this way, the visually impaired person detects obstacles in a similar way as a subject with normal sight is looking for obstacles in front of him.; ; The man-machine interface developed in the present research exploits the remarkable abilities of the human hearing system in identifying sound source positions in 3D space. The proposed solution relies on the Acoustic Virtual Reality (AVR) concept, which can be considered as a substitute for the lost sight of blind and visually impaired individuals. According to the AVR concept, the presence of obstacles in the surrounding environment and the path to the target will be signalized to the subject by burst of sounds, whose virtual source position suggests the position of the real obstacles and the direction of movement, respectively. The practical implementation of this method encounters some difficulties due to the Head Related Transfer Functions (HRTF) which should be known for each individual and for a limited number of points in the 3D space. These functions can be determined using a quite complex procedure, which requires many experimental measurements. The proposed solution in our research avoids these difficulties by generating the HRTF's coefficients using an Artificial Neural Network (ANN). The ANN has been trained using a public data base, available for the whole scientific community and which contains HRTF's coefficients for a limited number of individuals and a limited number of points in 3D space for each individual.; ; The ODS and the MMI presented in the above have been implemented on a specific hardware build around an ARM-based microcontroller system. The obtained results and some conclusions are also presented.",,,22,23,Interface (computing); Sight; Artificial intelligence; Virtual reality; Computer vision; Computer science; Artificial neural network,,,,,http://dl.acm.org/citation.cfm?id=1984140.1984145,http://dl.acm.org/citation.cfm?id=1984140.1984145,,,167817854,,0,,0,false,,
001-665-143-609-511,The Navigation System for the Visually Impaired Using GPS,,2009,book chapter,IFMBE Proceedings,16800737; 14339277,Springer Berlin Heidelberg,,Tomoyuki Kanno; Kenji Yanashima; Kazushige Magatani,"It is possible for the visually impaired to walk their known area independently by using a white cane. However, in their unknown area, they cannot walk without help of others even if they can use a white cane very well. In such cases, not only a visually impaired person but he/she who assists them receives many stress in dairy activity. Therefore, many types of independent walking assist system for the visually impaired are developing. Our objective of this study is the development of an auto navigation system for the visually impaired which assists independent walking of them. This system measures the position of a visually impaired person (a user) by using GPS (Global Positioning System) and navigates him/her to the destination like as a car navigation system. In our system, a location data is stored in the map database and a position of user are analyzed and optimal route for a user to the destination is calculated. Our system guides a user to the destination along this route, and notifies the user of this route and some information for the safety walking by artificial voice. Three normal subjects were tested with our navigation system. All subjects were blind folded by an eye mask and equipped a navigation system. As a result, our system worked well and all subjects were able to walk to the destination following guidance voice. So, we are developing a new navigation system which is installed on a cellular phone. In Japan, there are some cellular phones that include GPS. And most of application programs for cellular phone are written by JAVA. Therefore, GPS included in a cellular phone will be used and every functions of the navigation system will be written by JAVA. In this paper, we also reports about this new navigation system.",,,938,941,Human–computer interaction; Navigation system; Phone; Independent walking; Location data; White cane; Visually impaired; Computer science; Java; Global Positioning System,,,,,https://link.springer.com/chapter/10.1007%2F978-3-540-92841-6_232 https://rd.springer.com/chapter/10.1007/978-3-540-92841-6_232,http://dx.doi.org/10.1007/978-3-540-92841-6_232,,10.1007/978-3-540-92841-6_232,205471834,,0,051-165-693-014-38X,1,false,,
002-120-131-025-320,Wearable Guide System for Obstacle Avoidance Based on Stereo Computer Vision,,2015,conference proceedings article,Proceedings of the 2015 6th International Conference on Manufacturing Science and Engineering,,Atlantis Press,,Jiexuan Feng; Tong Wei,"wearable Abstract: ETA (Electronic Travel Aids) is an important method to guide the visual impaired to navigate, in which avoiding the obstacle effectively is the most essential content. A novel wearable ETA system and corresponding algorithms for obstacle avoidance based on binocular stereo computer vision were proposed in this paper. By utilizing RANSAC(Random Sample Consensus) algorithm, the equation of pavement plane is extracted from the images collected by the binocular cameras, and the obstacles are distinguished according to their height relative to the pavement plane, and obstacles coordinates relative to the blind in the world coordinate system are calculated and determined. This presented appliance can provide the information of walkable pavement and safe direction where there is no obstacle. The algorithms were verified by using the experimental prototype. The results show that it can detect obstacles effectively and stably with strong robustness, which provides good foundation for developing blind guide equipment further.",,,1811,1817,RANSAC; Wearable computer; Artificial intelligence; Geography; Obstacle; Binocular stereo; Computer vision; Obstacle avoidance; Coordinate system; Image processing; Robustness (computer science),,,,,https://www.atlantis-press.com/proceedings/icmse-15/25845856,http://dx.doi.org/10.2991/icmse-15.2015.329,,10.2991/icmse-15.2015.329,2316810960,,0,024-131-470-445-452; 027-278-877-933-090; 050-417-654-825-843; 059-407-478-677-340; 099-061-925-709-208; 170-387-846-090-147; 192-638-195-032-497,0,true,cc-by-nc,gold
002-123-448-882-287,Development of a wearable guide device based on convolutional neural network for blind or visually impaired persons,2020-08-11,2020,journal article,Multimedia Tools and Applications,13807501; 15737721,Springer Science and Business Media LLC,Netherlands,Yi-Zeng Hsieh; Shih-Syun Lin; Fu-Xiong Xu,,79,39,29473,29491,Deep learning; Wearable computer; Artificial intelligence; Visually Impaired Persons; Computer vision; Computer science; Artificial neural network; Feature (computer vision); Convolutional neural network; RGB color model,,,,"Ministry of Science and Technology, Taiwan; Ministry of Science and Technology, Taiwan; Ministry of Science and Technology, Taiwan; Ministry of Science and Technology, Taiwan",https://link.springer.com/article/10.1007/s11042-020-09464-7 https://doi.org/10.1007/s11042-020-09464-7 http://dblp.uni-trier.de/db/journals/mta/mta79.html#HsiehLX20 https://dblp.uni-trier.de/db/journals/mta/mta79.html#HsiehLX20,http://dx.doi.org/10.1007/s11042-020-09464-7,,10.1007/s11042-020-09464-7,3048053741,,0,001-751-550-748-114; 004-362-007-540-346; 008-783-981-093-093; 012-170-976-975-801; 013-037-085-272-233; 013-998-581-285-650; 017-255-815-189-927; 018-521-217-611-054; 018-843-508-574-144; 019-678-159-217-797; 020-233-013-143-936; 020-932-767-809-91X; 022-766-933-331-387; 027-904-757-841-234; 028-019-684-441-516; 029-195-931-387-115; 030-540-246-658-722; 035-152-016-615-193; 037-425-985-423-004; 041-314-165-476-904; 041-565-305-258-017; 047-147-456-191-311; 047-391-381-180-646; 048-149-094-961-264; 050-838-499-112-880; 053-567-501-093-090; 056-905-403-377-274; 061-294-318-497-272; 063-753-562-544-942; 065-383-697-266-916; 066-586-656-822-732; 066-785-118-231-304; 067-860-693-051-223; 068-605-974-602-536; 072-015-966-174-329; 072-546-768-857-084; 083-857-356-361-530; 084-358-547-990-751; 087-159-059-782-512; 088-570-511-100-511; 089-879-850-830-924; 094-812-084-023-094; 094-871-870-293-980; 099-633-821-597-96X; 125-968-647-741-078; 126-823-184-394-653; 151-551-319-524-065; 167-790-127-535-746,24,false,,
002-195-025-800-326,Real-Time Mobile Application for Assisting Blind People Using YoloV2 and Google cloud vision API,2020-08-01,2020,journal article,Journal of emerging technologies and innovative research,23495162,,,Chitra Nambirajan Thevar,"Visually impaired people can’t move safely outdoors because they cannot perceive the outside obstacles as normal people. The prototype application in this study aims to make the visually impaired people's lives easier with the mobile devices. The mobile application with the designed to see object nearby and read any text documents.The application is developed for the Android platform. Image processing and machine learning technologies are used.; ; Blind assistance is promoting a widely challenge in computer vision such as navigation and path finding. In this paper, two modules are designed text recognition and object detection are employed to provide the necessary information about the surrounding environment. Objects detection is used to find objects in the real world from an image of the world such as faces, bicycles, chairs, doors, or tables that are common in the scenes of a blind. Object detection is used to detect any obstacle at a medium to long distance. YOLOV2 machine learning algorithm is used to perform the object recognition and Google Vision Cloud API is used to perform Text Recognition. The proposed method for the blind aims at expanding possibilities to people with vision loss to achieve their full potential. The experimental results reveal the performance of the proposed work in about real time system.",7,8,2139-2144,2139-2144,Human–computer interaction; Mobile device; Object detection; Obstacle; Computer science; Android (operating system); Object (computer science); Cognitive neuroscience of visual object recognition; Cloud computing; Image processing,,,,,https://www.jetir.org/papers/JETIR2008284.pdf https://www.jetir.org/view?paper=JETIR2008284,https://www.jetir.org/view?paper=JETIR2008284,,,3080158302,,0,,0,false,,
002-230-222-181-051,Look AI – An Intelligent System for Socialization of Visually Impaired,2023-05-26,2023,conference proceedings article,2023 6th International Conference on Artificial Intelligence and Big Data (ICAIBD),,IEEE,,G. L. M. M. Mendis; W. M. Y Deshan; H. M. G. M. Bandara; K. C. Gunethilake; Dinuka Wijendra; Jenny Krishara,"It has found that 30% of the people among the visually impaired people are having a significant number of depressive symptoms whereas, the prevalence of depression in blind people was reported to be 33%, or nearly double the rate of the general population. Therefore, social activities among visually impaired people should increase. This research paper provides a unique system for assisting visually impaired individuals in navigating indoor environments heavily relies on the use of artificial intelligence, particularly deep learning and computer vision techniques. By leveraging these advanced technologies, the system can analyze and process large amounts of visual data in real-time, accurately identifying and locating various objects in the environment, including faces, doors, stairs, cross walks, traffic lights, potholes and other obstacles. The system then provides real-time feedback to the user via an audio interface, enabling them to navigate indoor and outdoor environments safely and independently. The use of artificial intelligence in this system is particularly significant, as it enables the system to adapt and improve over time based on user feedback and additional data. That means, the system can continuously improve its performance and accuracy, ultimately resulting in a more effective and reliable tool for visually impaired individuals. The authors have also evaluated the system in a real-world setting, demonstrating its effectiveness in assisting visually impaired individuals with indoor navigation. Overall, the proposed system has the potential to significantly enhance the quality of life for visually impaired individuals, showcasing the transformative power of artificial intelligence in addressing real-world challenges.",,,,,Computer science; Human–computer interaction; Visually impaired; Population; Deep learning; Artificial intelligence; Process (computing); Multimedia; Demography; Sociology; Operating system,,,,,,http://dx.doi.org/10.1109/icaibd57115.2023.10206191,,10.1109/icaibd57115.2023.10206191,,,0,020-505-230-186-621; 021-214-599-337-684; 037-199-326-802-024; 047-749-445-596-16X; 067-852-718-385-888; 072-862-266-440-195; 112-901-991-045-76X; 114-872-024-036-852; 132-106-346-661-546; 149-088-018-987-783; 151-039-447-100-109,1,false,,
002-341-994-164-78X,IROS - Semi-autonomous outdoor mobility support system for elderly and disabled people,,,conference proceedings article,Proceedings 2003 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2003) (Cat. No.03CH37453),,IEEE,,K. Kayama; I.E. Yairi; S. Igi,"We have been developing the Robotic Communication Terminals (RCTs), which are integrated into a mobility support system to assist elderly or disabled people who suffer from impaired mobility. The RCT system consists of three types of terminals and one server: an environment-embedded terminal, a user-carried mobile terminal, a user-carrying mobile terminal, and a barrier-free map server. The RCT is an integrated system that can be used to cope with various problems of mobility, and provide suitable support to a wide variety of users. This paper provides an in-depth description of the user-carrying mobile terminal. The system itself is a kind of intelligent wheeled vehicle. It can recognize the surrounding 3D environment through infrared sensors, sonar sensors, and a stereo vision system with three cameras, and avoid hazards semi-autonomously. It also can provide adequate navigation by communicating with the geographic information system (GIS) server and detect vehicles appearing from the blind side by communicating with environment-embedded terminals in the real-world.",3,,2606,2611,Human–computer interaction; Knowledge-based systems; Engineering; Variety (cybernetics); Embedded system; Mobile robot; Terminal (electronics); Geographic information system; Sonar; Stereopsis; User interface,,,,,https://dblp.uni-trier.de/db/conf/iros/iros2003.html#KayamaYI03 https://ieeexplore.ieee.org/document/1249263/,http://dx.doi.org/10.1109/iros.2003.1249263,,10.1109/iros.2003.1249263,2155744739,,1,037-361-153-445-93X; 039-820-940-384-083; 049-887-358-717-806; 055-224-290-217-847; 057-532-297-824-591; 090-770-657-164-911; 117-512-698-497-567; 147-623-138-454-147; 150-881-028-273-601,11,false,,
